KPMG US,1079,KPMG US,1212,0,
UnitedHealth Group,1720,UnitedHealth Group,0,0,
Kaiser Permanente,1550,Kaiser Permanente,44,0,
Fidelity Investments,1307,Fidelity Investments,163,0,
Hertz,4326,Hertz,93,0,
Xerox,1373,Xerox,30,0,
State Farm,2381,State Farm,5233,0,
Kroger,4914,Kroger,3,0,
PepsiCo,1431,PepsiCo,692,0,
Thomson Reuters,1400,Thomson Reuters,41,0,
Intuit,1666,Intuit,405,0,
U.S. Bank,2532,U.S. Bank,41,0,
Yahoo,1288,Yahoo,153,0,
American Express,1277,American Express,18,0,
Raytheon,1505,Raytheon,40,0,
ADP,1463,ADP,574,0,
Whole Foods Market,157353,Whole Foods Market,2066,0,
Office Depot,3114,Office Depot,42,0,
Time Warner Cable,2031,Time Warner Cable,9,0,
Northwestern Mutual,2445,Northwestern Mutual,36,0,
EMC,1128,EMC,186,0,
RadioShack,3428,RadioShack,92,0,
YMCA,5291,YMCA,117,0,
Allstate,1835,Allstate,287,0,
Goldman Sachs,1382,Goldman Sachs,69,0,
State Street,1767,State Street,481,0,
Safeway,3498,Safeway,28,0,
BNY Mellon,162750,BNY Mellon,931,0,
SAIC,1614,SAIC,200,0,
Procter & Gamble,1116,Procter & Gamble,108,0,
Merrill Lynch,1178,Merrill Lynch,13,0,
Liberty Mutual Insurance,2701,Liberty Mutual Insurance,752,0,
Symantec,1231,Symantec,43,0,
Merck,1486,Merck,26,0,
Honeywell,1344,Honeywell,24,0,
Barnes & Noble,4417,Barnes & Noble,28,0,
VMware,2988,VMware,443,0,
OfficeMax,3675,OfficeMax,5,0,
Convergys,2159,Convergys,163,0,
Sun Microsystems,1062,Sun Microsystems,0,0,
Subway,8093,Subway,35,0,
Texas Instruments,1397,Texas Instruments,249,0,
Pfizer,1185,Pfizer,60,0,
Johnson & Johnson,1207,Johnson & Johnson,610,0,
Tata Consultancy Services,1353,Tata Consultancy Services,98,0,
PetSmart,165454,PetSmart,9,0,
Charles Schwab,1855,Charles Schwab,34,0,
Rite Aid,6913,Rite Aid,22,0,
GEICO,157327,GEICO,32,0,
MetLife,2213,MetLife,380,0,
TEKsystems,2152,TEKsystems,8,0,
Salesforce.com,3185,salesforce.com,538,0,
USAA,4501,USAA,12,0,
Express Scripts,4969,Express Scripts,209,0,
SAP,1115,SAP,45,0,
General Motors,1472,General Motors,1298,0,
H&R Block,3671,H&R Block,4,0,
NetApp,2105,NetApp,142,0,
Adobe,1480,Adobe,52,0,
Edward Jones,3677,Edward Jones,91,0,
Aerotek,2889,Aerotek,73,0,
Bed Bath & Beyond,7174,Bed Bath & Beyond,502,0,
Dick's Sporting Goods,7789,DICK'S Sporting Goods,48,0,
AMD,1497,AMD,35,0,
Darden,163347,Darden,9460,0,
Credit Suisse,1284,Credit Suisse,126,0,
Humana,4257,Humana,34,0,
LinkedIn,1337,LinkedIn,188,0,
NIKE,2029,Nike,29,0,
CarMax,162901,CarMax,20,0,
Stanford University,1792,Stanford University,338,0,
Medtronic,1841,Medtronic,25,0,
University of Michigan,2516,University of Michigan,39,0,
Vanguard,3184,Vanguard,24,0,
Broadcom,3072,Broadcom,106,0,
Aflac,3997,Aflac,7,0,
American Airlines,2640,American Airlines,49,0,
United Airlines,2380,United Airlines,6,0,
L-3 Communications,2810,L-3 Communications,1075,0,
Applebee's,6753,Applebee's,454,0,
Cintas,5045,Cintas,1171,0,
Cox Communications,3330,Cox Communications,61,0,
Ulta Beauty,166572,ULTA Beauty,495,0,
Progressive Insurance,3264,Progressive Insurance,71,0,
American Red Cross,157239,American Red Cross,132,0,
Facebook,10667,Facebook,324,0,
Menards,13739,Menards,0,0,
ARAMARK,2815,Aramark,952,0,
Advance Auto Parts,9185,Advance Auto Parts,3,0,
AutoZone,7412,AutoZone,8,0,
Avaya,1494,Avaya,103,0,
Juniper Networks,2240,Juniper Networks,126,0,
AIG,1760,AIG,113,0,
Trader Joe's,11823,Trader Joe's,18,0,
Paychex,4255,Paychex,34,0,
CDW,3334,CDW,39,0,
TJ Maxx,5122,TJ Maxx,0,0,
FedEx Office,3866,FedEx Office,17,0,
Meijer,7075,Meijer,95,0,
Sports Authority,5892,Sports Authority,4,0,
Amgen,2068,Amgen,71,0,
Deutsche Bank,1262,Deutsche Bank,23,0,
Hilton Worldwide,2449,Hilton Worldwide,207,0,
CenturyLink,4955,CenturyLink,61,0,
University of Southern California,3084,University of Southern California,5,0,
Rockwell Collins,3959,Rockwell Collins,50,0,
CA Technologies,1372,CA Technologies,70,0,
Vector Marketing,6646,Vector Marketing,1021,0,
PayPal,1482,PayPal,133,0,
Blockbuster,3418,Blockbuster,0,0,
DIRECTV,3744,DIRECTV,24,0,
Delta Air Lines,2272,Delta Air Lines,0,0,
AOL,1258,AOL,37,0,
The Hartford,2467,The Hartford,10,0,
UCLA,2477,UCLA,17,0,
BP,1389,BP,127,0,
U.S. Cellular,4729,U.S. Cellular,51,0,
DaVita,6487,DaVita,9,0,
Cigna,2490,Cigna,1322,0,
Chevron,2192,Chevron,56,0,
FedEx Ground,1668,FedEx Ground,0,0,
Pier 1 Imports,5928,Pier 1 Imports,25,0,
General Mills,2822,General Mills,56,0,
McKesson,1900,McKesson,63,0,
Bloomingdale's,162731,Bloomingdale's,37,0,
Frontier Communications,163906,Frontier Communications,8,0,
Food Lion,12727,Food Lion,2923,0,
Johnson Controls,2247,Johnson Controls,613,0,
Harvard University,1646,Harvard University,509,0,
Fastenal,10564,Fastenal,871,0,
Urban Outfitters,8280,Urban Outfitters,6,0,
WellPoint,2619,WellPoint,27,0,
REI,165697,REI,0,0,
HCL Technologies,1756,HCL Technologies,47,0,
hibu,6936,hibu,413,0,
University of Minnesota,3181,University of Minnesota,8,0,
Purdue University,3846,Purdue University,321,0,
Applied Materials,2018,Applied Materials,13,0,
Mercer,2423,Mercer,64,0,
Six Flags,7737,Six Flags,200,0,
Jimmy John's,948895,Jimmy John's,0,0,
Quest Diagnostics,4727,Quest Diagnostics,33,0,
University of Maryland,3638,University of Maryland,17,0,
NVIDIA,3608,NVIDIA,191,0,
BB&T,4672,BB&T,52,0,
Cardinal Health,2162,Cardinal Health,714,0,
24 Hour Fitness,6497,24 Hour Fitness,10,0,
General Dynamics Information Technology,1905,General Dynamics Information Technology,1712,0,
Level 3 Communications,1625,Level 3 Communications,7,0,
Baker Hughes,4334,Baker Hughes,130,0,
Southwest Airlines,4599,Southwest Airlines,30,0,
DSW,163512,DSW,2,0,
Saks Fifth Avenue,157315,Saks Fifth Avenue,157,0,
Thermo Fisher Scientific,3081,Thermo Fisher Scientific,262,0,
Halliburton,2217,Halliburton,39,0,
Coach,5618,Coach,25,0,
Fannie Mae,19722,Fannie Mae,42,0,
Riverbed Technology,7796,Riverbed Technology,62,0,
Winn-Dixie,166949,Winn-Dixie,0,0,
GNC,9650,GNC,3,0,
AECOM,15656,AECOM,1,0,
University of Illinois at Urbana-Champaign,2650,University of Illinois at Urbana-Champaign,139,0,
Pitney Bowes,2503,Pitney Bowes,16,0,
University of Pennsylvania,3165,University of Pennsylvania,4,0,
Ricoh Americas Corporation,3316,Ricoh Americas Corporation,14,0,
GE Capital,1023,GE Capital,774,0,
Groupon,355611,Groupon,118,0,
Netflix,165158,Netflix,136,0,
Harris Teeter,19540,Harris Teeter,0,0,
Motorola Solutions,1771432,Motorola Solutions,49,0,
Arizona State University,4292,Arizona State University,27,0,
TIAA-CREF,4037,TIAA-CREF,156,0,
American Cancer Society,4013,American Cancer Society,23,0,
Payless ShoeSource,165415,Payless ShoeSource,7,0,
University of Florida,4282,University of Florida,1,0,
CompuCom,3635,CompuCom,23,0,
Anthropologie,8281,Anthropologie,1,0,
Northwestern University,3196,Northwestern University,70,0,
Freescale Semiconductor,1959,Freescale Semiconductor,16,0,
CEB,3198,CEB,41,0,
Micron Technology,3690,Micron Technology,101,0,
Total Quality Logistics,15677,Total Quality Logistics,267,0,
3M,1864,3M,15,0,
Waste Management,204770,Waste Management,17,0,
Unisys,1281,Unisys,14,0,
CSAA Insurance Group,2984,CSAA Insurance Group,60,0,
Bain & Company,2114,Bain & Company,12,0,
SRA International,3916,SRA International,19,0,
Boston Scientific,1637,Boston Scientific,39,0,
Brookdale Senior Living,1256525,Brookdale Senior Living,0,0,
Penn State University,3657,Penn State University,43,0,
Gannett,4191,Gannett,56,0,
Bristol-Myers Squibb,1773,Bristol-Myers Squibb,432,0,
Quicken Loans,165627,Quicken Loans,4,0,
Cengage Learning,162954,Cengage Learning,298,0,
Ruby Tuesday,12826,Ruby Tuesday,0,0,
Avanade,3033,Avanade,12,0,
John Deere,3789,John Deere,22,0,
Scottrade,9385,Scottrade,22,0,
Borders,5149,Borders,1,0,
RGIS,14434,RGIS,10,0,
7-Eleven,6176,7-Eleven,96,0,
Alorica,13152,Alorica,5,0,
Hobby Lobby,164200,Hobby Lobby,109,0,
Freddie Mac,3140,Freddie Mac,19,0,
Protiviti,3920,Protiviti,29,0,
Avis Budget Group,2121,Avis Budget Group,43,0,
Agilent Technologies,1526,Agilent Technologies,0,0,
UC Davis,2842,UC Davis,9,0,
Orbitz Worldwide,5169,Orbitz Worldwide,25,0,
West Corporation,5335,West Corporation,202,0,
University of Pittsburgh,3461,University of Pittsburgh,8,0,
Monsanto Company,3422,Monsanto Company,15,0,
Maxim Healthcare Services,164880,Maxim Healthcare Services,47,0,
Holiday Retirement,68423,Holiday Retirement,1,0,
Sony Electronics,1253,Sony Electronics,12,0,
Autodesk,1879,Autodesk,72,0,
DeVry University,4427,DeVry University,8,0,
SolarCity,240767,SolarCity,88,0,
Cornell University,3523,Cornell University,3,0,
Philips Healthcare,2482113,Philips Healthcare,0,0,
Active Network,7126,ACTIVE Network,68,0,
Johns Hopkins University,3528,Johns Hopkins University,12,0,
Power Home Remodeling Group,594172,Power Home Remodeling Group,21,0,
General Dynamics C4 Systems,1908,General Dynamics C4 Systems,17,0,
Eaton,2599,Eaton,252,0,
Sogeti,1956,Sogeti,40,0,
Rutgers University,4262,Rutgers University,0,0,
Pacific Sunwear,9213,Pacific Sunwear,31,0,
Kellogg Company,3922,Kellogg Company,111,0,
Razorfish,2864,Razorfish,19,0,
Hy-Vee,164249,Hy-Vee,0,0,
Gartner,2078,Gartner,45,0,
Red Robin,12760,Red Robin,7,0,
CareFusion,381767,CareFusion,129,0,
University of Houston,157342,University of Houston,145,0,
GE Aviation,570550,GE Aviation,11,0,
Stop & Shop,3143,Stop & Shop,35,0,
Big Lots,9229,Big Lots,15,0,
Cleveland Clinic,5656,Cleveland Clinic,40,0,
ExxonMobil,1689,ExxonMobil,2,0,
Slalom Consulting,166000,Slalom Consulting,12,0,
Schneider Electric,2329,Schneider Electric,32,0,
Kindred Healthcare,7616,Kindred Healthcare,27,0,
Ecolab,4713,Ecolab,44,0,
SUPERVALU,2912,SUPERVALU,7,0,
Guitar Center,8359,Guitar Center,12,0,
Cbeyond,162921,Cbeyond,27,0,
Reachlocal,165676,ReachLocal,13,0,
KLA-Tencor,2722,KLA-Tencor,30,0,
US Airways,3797,US Airways,4,0,
FactSet,163755,FactSet,10,0,
Harbor Freight Tools,28923,Harbor Freight Tools,3,0,
Indiana University,3325,Indiana University,3,0,
Eastman Kodak,1515,Eastman Kodak,12,0,
Steak n Shake,166152,Steak n Shake,4,0,
Interactive Intelligence,164405,Interactive Intelligence,48,0,
O'Reilly Auto Parts,30967,O'Reilly Auto Parts,10,0,
TD Ameritrade,3388,TD Ameritrade,68,0,
Wayfair,19857,Wayfair,11,0,
Albertsons,2911,Albertsons,0,0,
Apollo Education Group,3051,Apollo Education Group,10,0,
Ashford University,20241,Ashford University,7,0,
Quintiles,4057,Quintiles,32,0,
Mattress Firm,164876,Mattress Firm,18,0,
Jamba Juice,11209,Jamba Juice,0,0,
Carnegie Mellon University,3147,Carnegie Mellon University,80,0,
Duke University,3356,Duke University,6,0,
Acxiom,2739,Acxiom,11,0,
Lifetouch,8266,Lifetouch,419,0,
Finish Line,10914,Finish Line,9,0,
LensCrafters,14088,Lenscrafters,0,0,
Cornerstone OnDemand,19664,Cornerstone OnDemand,44,0,
MarketSource,6743,MarketSource,779,0,
AXA Advisors,5120,AXA Advisors,11,0,
Washington University in St. Louis,4608,Washington University in St. Louis,5,0,
Qwest,1638,Qwest,0,0,
CoStar Group,7027,CoStar Group,51,0,
DuPont,2155,DuPont,26,0,
Bob Evans,27803,Bob Evans,1010,0,
Epsilon,3776,Epsilon,308,0,
Flextronics,2279,Flextronics,193,0,
Boston University,3556,Boston University,99,0,
Newell Rubbermaid,157237,Newell Rubbermaid,12,0,
Sodexo,3402,Sodexo,52,0,
Texas Roadhouse,20139,Texas Roadhouse,0,0,
Houghton Mifflin Harcourt,3980,Houghton Mifflin Harcourt,31,0,
GLOBALFOUNDRIES,241309,GLOBALFOUNDRIES,14,0,
T. Rowe Price,157329,T. Rowe Price,41,0,
Coldwater Creek,7521,Coldwater Creek,0,0,
Sapient,2145,Sapient,17,0,
TE Connectivity,2059,TE Connectivity,16,0,
Talbots,8294,Talbots,5,0,
American Family Insurance,4647,American Family Insurance,99,0,
St. Jude Medical,4345,St. Jude Medical,20,0,
Foot Locker,163864,Foot Locker,5,0,
BMC Software,1597,BMC Software,41,0,
BD,3102,BD,169,0,
Emory University,3889,Emory University,14,0,
Vocus,12052,Vocus,4,0,
BJ's Wholesale Club,8403,BJ's Wholesale Club,8,0,
CH2M HILL,3739,CH2M HILL,243,0,
David's Bridal,10883,David's Bridal,2,0,
US Foods,166714,US Foods,1194,0,
Apria Healthcare,162486,Apria Healthcare,6,0,
M&T Bank,164798,M&T Bank,8,0,
Amdocs,1539,Amdocs,3,0,
Beckman Coulter,162677,Beckman Coulter,15,0,
Geek Squad,8934,Geek Squad,0,0,
Allscripts,7094,Allscripts,48,0,
Discovery Communications,2928,Discovery Communications,14,0,
College Works Painting,163145,College Works Painting,0,0,
College Works Painting,163145,College Works Painting,0,0,
LivingSocial,481652,LivingSocial,46,0,
Aon,2041,Aon,13,0,
McMaster-Carr,5264,McMaster-Carr,3,0,
Cond̩ Nast,3308,Cond̩ Nast,7,0,
ICF International,5742,ICF International,18,0,
Panduit,165394,Panduit,4,0,
Men's Wearhouse,410499,Men's Wearhouse,14,0,
GoDaddy,7846,GoDaddy,19,0,
Hitachi Consulting,4049,Hitachi Consulting,30,0,
Monster Worldwide,1844,Monster Worldwide,1,0,
Altria,6414,Altria,12,0,
Teavana,404019,Teavana,5,0,
Coldwell Banker,2037,Coldwell Banker,1,0,
Huron Consulting Group,5751,Huron Consulting Group,98,0,
Jewel-Osco,302777,jewel-osco,0,0,
Compuware,1976,Compuware,12,0,
Sterling Jewelers,16684,Sterling Jewelers,6,0,
Rockwell Automation,2498,Rockwell Automation,76,0,
BBVA Compass,269755,BBVA Compass,18,0,
Asurion,162563,Asurion,45,0,
Nationstar Mortgage,8112,Nationstar Mortgage,12,0,
TruGreen,2694961,TruGreen,8,0,
University of Georgia,166638,University of Georgia,2,0,
McAfee,2336,McAfee,37,0,
MarketStar,8111,MarketStar,5,0,
ConocoPhillips,3600,ConocoPhillips,46,0,
Sunrise Senior Living,7291,Sunrise Senior Living,22,0,
ESPN,3595,ESPN,18,0,
Vail Resorts,7917,Vail Resorts,8,0,
MAXIMUS,164881,MAXIMUS,26,0,
Blackbaud,162724,Blackbaud,95,0,
Genesis HealthCare,11716,Genesis HealthCare,2,0,
Seagate Technology,2868,Seagate Technology,57,0,
Expeditors,5650,Expeditors,0,0,
Pratt & Whitney,2425,Pratt & Whitney,3,0,
Cinemark,20013,Cinemark,217,0,
Parker Hannifin,4591,Parker Hannifin,28,0,
UC Irvine,4418,UC Irvine,3,0,
Von Maur,166840,Von Maur,0,0,
University of Missouri,5442,University of Missouri,6,0,
Banfield Pet Hospital,10069,Banfield Pet Hospital,3,0,
UPMC,3460,UPMC,1,0,
Sysco,5343,Sysco,2,0,
Express Employment Professionals,163746,Express Employment Professionals,15,0,
Alpine Access,162389,Alpine Access,0,0,
Synopsys,2457,Synopsys,15,0,
Ceridian,3169,Ceridian,7,0,
Mayo Clinic,4725,Mayo Clinic,1,0,
Hot Topic,10340,Hot Topic,2,0,
Caribou Coffee,17435,Caribou Coffee,0,0,
Ogilvy & Mather,1673,Ogilvy & Mather,133,0,
ManTech,5461,ManTech,1837,0,
University of Illinois at Chicago,2649,University of Illinois at Chicago,26,0,
Spherion,2266,Spherion,3,0,
Maurices,31832,maurices,1,0,
In-N-Out Burger,265695,In-N-Out Burger,2,0,
Banner Health,8302,Banner Health,67,0,
Boy Scouts of America,8118,Boy Scouts of America,3,0,
Ace Hardware,162258,Ace Hardware,4,0,
Stream Global Services,4372,Stream Global Services,0,0,
Cadence Design Systems,2157,Cadence Design Systems,19,0,
Ciber,157295,Ciber,91,0,
Sungard Availability Services,1873,Sungard Availability Services,26,0,
Biogen Idec,3961,Biogen Idec,45,0,
Sitel,3095,Sitel,1,0,
HCR ManorCare,164148,HCR ManorCare,5129,0,
Towers Watson,3965,Towers Watson,381,0,
eBay Enterprise,164075,eBay Enterprise,38,0,
MasterCard,3015,MasterCard,125,0,
Arrow Electronics,3570,Arrow Electronics,6,0,
TCF Bank,6930,TCF Bank,1,0,
PACCAR,165374,PACCAR,0,0,
Forrester Research,4124,Forrester Research,25,0,
Anheuser-Busch,4510,Anheuser-Busch,1,0,
Charlotte Russe,15076,Charlotte Russe,3,0,
Morningstar,5161,Morningstar,33,0,
Mosaic Sales Solutions,313622,Mosaic Sales Solutions,779,0,
ResCare,165710,ResCare,7,0,
PSAV,165585,PSAV,14,0,
McGraw-Hill Education,2933,McGraw-Hill Education,17,0,
Lenovo,3653,Lenovo,23,0,
TransPerfect,13299,TransPerfect,1,0,
SYKES,4602,Sykes,5,0,
Primerica,4416,Primerica,25,0,
Esri,5311,Esri,444,0,
Lord & Taylor,9082,Lord & Taylor,2,0,
Clearwire,6301,Clearwire,0,0,
PAREXEL,4451,PAREXEL,43,0,
Pilot Flying J,165472,Pilot Flying J,0,0,
Weatherford,166897,Weatherford,82,0,
Eddie Bauer,157346,Eddie Bauer,18,0,
MedAssets,14658,MedAssets,19,0,
Heartland Payment Systems,11054,Heartland Payment Systems,122,0,
Red Hat,3545,Red Hat,134,0,
Altera,3864,Altera,1,0,
Perficient,165444,Perficient,15,0,
Cameron,162873,Cameron,190,0,
Ingram Micro,2576,Ingram Micro,13,0,
Anonymous Content,23201,Anonymous Content,0,0,
Lionbridge,3117,Lionbridge,26,0,
Gallup,166373,Gallup,6,0,
Experian,2534,Experian,39,0,
Teradata,1466,Teradata,245,0,
MicroStrategy,3643,MicroStrategy,51,0,
MAC Cosmetics,11674,MAC Cosmetics,17,0,
ZS Associates,5240,ZS Associates,16,0,
Novell,1457,Novell,13,0,
Zurich North America,2459,Zurich North America,70,0,
DynCorp International,7005,DynCorp International,4,0,
Hitachi Data Systems,3065,Hitachi Data Systems,16,0,
Enlivant,41806,Enlivant,9,0,
Mentor Graphics,2697,Mentor Graphics,32,0,
AllianceBernstein,3796,AllianceBernstein,76,0,
Polycom,3296,Polycom,16,0,
Syntel,4280,Syntel,4,0,
Manhattan Associates,4376,Manhattan Associates,39,0,
Rolls-Royce,3871,Rolls-Royce,44,0,
Informatica,3858,Informatica,26,0,
SuccessFactors,166185,SuccessFactors,20,0,
G4S,5355,G4S,0,0,
United Nations,1860,United Nations,0,0,
Avery Dennison,3321,Avery Dennison,23,0,
Peace Corps,3441,Peace Corps,60,0,
The Body Shop,6358,The Body Shop,0,0,
Sutherland Global Services,6339,Sutherland Global Services,15,0,
Avid Technology,3249,Avid Technology,15,0,
Sony,1252,Sony,5,0,
Toyota,2109,Toyota,5,0,
SunGard,1872,SunGard,78,0,
Tech Mahindra,3067,Tech Mahindra,7,0,
FICO,3398,FICO,55,0,
Novartis,1406,Novartis,23,0,
IHS,164306,IHS,69,0,
Ariba,2818,Ariba,24,0,
JDA Software,3267,JDA Software,31,0,
Huawei Technologies,3014,Huawei Technologies,20,0,
Collabera,24440,Collabera,23,0,
A.T. Kearney,2196,A.T. Kearney,4,0,
UST Global,12770,UST Global,0,0,
Keane,1738711,KEANE,3,0,
IMS Health,3331,IMS Health,43,0,
L&T Infotech,4500,L&T Infotech,0,0,
S&P Capital IQ,162892,S&P Capital IQ,70,0,
SapientNitro,32745,SapientNitro,41,0,
Macquarie Group,3537,Macquarie Group,8,0,
ThoughtWorks,157356,ThoughtWorks,17,0,
Frost & Sullivan,4506,Frost & Sullivan,0,0,
Genpact,210064,GENPACT,20,0,
Mindtree,4300,Mindtree,7,0,
LG Electronics,3503,LG Electronics,63,0,
Mu Sigma,37734,Mu Sigma,5,0,
Altisource,462395,Altisource,10,0,
Orange Business Services,1112,Orange Business Services,1,0,
Virtusa,5140,Virtusa,5,0,
Aricent,3229,Aricent,2,0,
Symphony Teleca,4301,Symphony Teleca,1,0,
Ness Technologies,3495,Ness Technologies,0,0,
GlobalLogic,164008,GlobalLogic,9,0,
eClerx,17312,eClerx,0,0,
